# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

64, 64 F3 A4, Movsb_m8_m8, UppercasePrefixes=true
64, 0F 20 E1, Mov_r64_cr, TabSize=8 FirstOperandCharIndex=18
64, 0F 20 E1, Mov_r64_cr, TabSize=8 FirstOperandCharIndex=19
64, 0F 20 E1, Mov_r64_cr, TabSize=8 FirstOperandCharIndex=20

64, 0F 20 E1, Mov_r64_cr, TabSize=100 FirstOperandCharIndex=0
64, 0F 20 E1, Mov_r64_cr, TabSize=100 FirstOperandCharIndex=1
64, 0F 20 E1, Mov_r64_cr, TabSize=100 FirstOperandCharIndex=2
64, 0F 20 E1, Mov_r64_cr, TabSize=100 FirstOperandCharIndex=3
64, 0F 20 E1, Mov_r64_cr, TabSize=100 FirstOperandCharIndex=4
64, 0F 20 E1, Mov_r64_cr, TabSize=100 FirstOperandCharIndex=5
64, 0F 20 E1, Mov_r64_cr, TabSize=100 FirstOperandCharIndex=6
64, 0F 20 E1, Mov_r64_cr, TabSize=100 FirstOperandCharIndex=7
64, 0F 20 E1, Mov_r64_cr, TabSize=100 FirstOperandCharIndex=8
64, 0F 20 E1, Mov_r64_cr, TabSize=100 FirstOperandCharIndex=9
64, 0F 20 E1, Mov_r64_cr, TabSize=100 FirstOperandCharIndex=10
64, 0F 20 E1, Mov_r64_cr, TabSize=100 FirstOperandCharIndex=11
64, 0F 20 E1, Mov_r64_cr, TabSize=100 FirstOperandCharIndex=12
64, 0F 20 E1, Mov_r64_cr, TabSize=100 FirstOperandCharIndex=13
64, 0F 20 E1, Mov_r64_cr, TabSize=100 FirstOperandCharIndex=14
64, 0F 20 E1, Mov_r64_cr, TabSize=100 FirstOperandCharIndex=15
64, 0F 20 E1, Mov_r64_cr, TabSize=100 FirstOperandCharIndex=16
64, 0F 20 E1, Mov_r64_cr, TabSize=100 FirstOperandCharIndex=17
64, 0F 20 E1, Mov_r64_cr, TabSize=100 FirstOperandCharIndex=18
64, 0F 20 E1, Mov_r64_cr, TabSize=100 FirstOperandCharIndex=19
64, 0F 20 E1, Mov_r64_cr, TabSize=100 FirstOperandCharIndex=20

64, C7 44 48 EE 88A9CBED, Mov_rm32_imm32, SpaceAfterMemoryBracket=true
64, C7 44 48 EE 88A9CBED, Mov_rm32_imm32, SpaceAfterMemoryBracket=false

64, C7 44 48 EE 88A9CBED, Mov_rm32_imm32, SpaceBetweenMemoryAddOperators=true
64, C7 44 48 EE 88A9CBED, Mov_rm32_imm32, SpaceBetweenMemoryAddOperators=false

64, C7 44 48 12 88A9CBED, Mov_rm32_imm32, SpaceBetweenMemoryAddOperators=true
64, C7 44 48 12 88A9CBED, Mov_rm32_imm32, SpaceBetweenMemoryAddOperators=false

64, C7 44 48 EE 88A9CBED, Mov_rm32_imm32, ScaleBeforeIndex=false SpaceBetweenMemoryMulOperators=true
64, C7 44 48 EE 88A9CBED, Mov_rm32_imm32, ScaleBeforeIndex=false SpaceBetweenMemoryMulOperators=false

64, C7 44 48 EE 88A9CBED, Mov_rm32_imm32, ScaleBeforeIndex=true SpaceBetweenMemoryMulOperators=true
64, C7 44 48 EE 88A9CBED, Mov_rm32_imm32, ScaleBeforeIndex=true SpaceBetweenMemoryMulOperators=false

64, 8B 0C 10, Mov_r32_rm32, AlwaysShowScale=true
64, 8B 0C 10, Mov_r32_rm32, AlwaysShowScale=false

64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Hexadecimal HexPrefix=<null> HexSuffix=<null>
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Hexadecimal HexPrefix=ppp HexSuffix=<null>
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Hexadecimal HexPrefix=<null> HexSuffix=sss
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Hexadecimal HexPrefix= HexSuffix=
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Hexadecimal HexPrefix=ppp HexSuffix=
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Hexadecimal HexPrefix= HexSuffix=sss
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Hexadecimal HexPrefix=ppp HexSuffix=sss

64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Decimal DecimalPrefix=<null> DecimalSuffix=<null>
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Decimal DecimalPrefix=ppp DecimalSuffix=<null>
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Decimal DecimalPrefix=<null> DecimalSuffix=sss
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Decimal DecimalPrefix= DecimalSuffix=
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Decimal DecimalPrefix=ppp DecimalSuffix=
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Decimal DecimalPrefix= DecimalSuffix=sss
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Decimal DecimalPrefix=ppp DecimalSuffix=sss

64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Octal OctalPrefix=<null> OctalSuffix=<null>
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Octal OctalPrefix=ppp OctalSuffix=<null>
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Octal OctalPrefix=<null> OctalSuffix=sss
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Octal OctalPrefix= OctalSuffix=
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Octal OctalPrefix=ppp OctalSuffix=
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Octal OctalPrefix= OctalSuffix=sss
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Octal OctalPrefix=ppp OctalSuffix=sss

64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Binary BinaryPrefix=<null> BinarySuffix=<null>
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Binary BinaryPrefix=ppp BinarySuffix=<null>
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Binary BinaryPrefix=<null> BinarySuffix=sss
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Binary BinaryPrefix= BinarySuffix=
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Binary BinaryPrefix=ppp BinarySuffix=
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Binary BinaryPrefix= BinarySuffix=sss
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Binary BinaryPrefix=ppp BinarySuffix=sss

64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Hexadecimal DigitSeparator=<null> HexDigitGroupSize=0
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Hexadecimal DigitSeparator=<null> HexDigitGroupSize=4
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Hexadecimal DigitSeparator=` HexDigitGroupSize=0
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Hexadecimal DigitSeparator=` HexDigitGroupSize=1 DecimalDigitGroupSize=0 OctalDigitGroupSize=0 BinaryDigitGroupSize=0
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Hexadecimal DigitSeparator=<null> HexDigitGroupSize=1 DecimalDigitGroupSize=0 OctalDigitGroupSize=0 BinaryDigitGroupSize=0

64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Decimal DigitSeparator=<null> DecimalDigitGroupSize=0
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Decimal DigitSeparator=<null> DecimalDigitGroupSize=3
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Decimal DigitSeparator=` DecimalDigitGroupSize=0
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Decimal DigitSeparator=` HexDigitGroupSize=0 DecimalDigitGroupSize=1 OctalDigitGroupSize=0 BinaryDigitGroupSize=0
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Decimal DigitSeparator=<null> HexDigitGroupSize=0 DecimalDigitGroupSize=1 OctalDigitGroupSize=0 BinaryDigitGroupSize=0

64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Octal DigitSeparator=<null> OctalDigitGroupSize=0
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Octal DigitSeparator=<null> OctalDigitGroupSize=4
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Octal DigitSeparator=` OctalDigitGroupSize=0
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Octal DigitSeparator=` HexDigitGroupSize=0 DecimalDigitGroupSize=0 OctalDigitGroupSize=1 BinaryDigitGroupSize=0
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Octal DigitSeparator=<null> HexDigitGroupSize=0 DecimalDigitGroupSize=0 OctalDigitGroupSize=1 BinaryDigitGroupSize=0

64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Binary DigitSeparator=<null> BinaryDigitGroupSize=0
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Binary DigitSeparator=<null> BinaryDigitGroupSize=4
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Binary DigitSeparator=` BinaryDigitGroupSize=0
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Binary DigitSeparator=` HexDigitGroupSize=0 DecimalDigitGroupSize=0 OctalDigitGroupSize=0 BinaryDigitGroupSize=1
64, 48 B8 1032547698BADC7E, Mov_r64_imm64, NumberBase=Binary DigitSeparator=<null> HexDigitGroupSize=0 DecimalDigitGroupSize=0 OctalDigitGroupSize=0 BinaryDigitGroupSize=1

64, 48 C7 C000000000, Mov_rm64_imm32, NumberBase=Hexadecimal DigitSeparator=` HexDigitGroupSize=4 DecimalDigitGroupSize=0 OctalDigitGroupSize=0 BinaryDigitGroupSize=0 LeadingZeros=false
64, 48 C7 C010000000, Mov_rm64_imm32, NumberBase=Hexadecimal DigitSeparator=` HexDigitGroupSize=4 DecimalDigitGroupSize=0 OctalDigitGroupSize=0 BinaryDigitGroupSize=0 LeadingZeros=false
64, 48 C7 C000010000, Mov_rm64_imm32, NumberBase=Hexadecimal DigitSeparator=` HexDigitGroupSize=4 DecimalDigitGroupSize=0 OctalDigitGroupSize=0 BinaryDigitGroupSize=0 LeadingZeros=false
64, 48 C7 C000100000, Mov_rm64_imm32, NumberBase=Hexadecimal DigitSeparator=` HexDigitGroupSize=4 DecimalDigitGroupSize=0 OctalDigitGroupSize=0 BinaryDigitGroupSize=0 LeadingZeros=false
64, 48 C7 C000000100, Mov_rm64_imm32, NumberBase=Hexadecimal DigitSeparator=` HexDigitGroupSize=4 DecimalDigitGroupSize=0 OctalDigitGroupSize=0 BinaryDigitGroupSize=0 LeadingZeros=false
64, 48 C7 C000001000, Mov_rm64_imm32, NumberBase=Hexadecimal DigitSeparator=` HexDigitGroupSize=4 DecimalDigitGroupSize=0 OctalDigitGroupSize=0 BinaryDigitGroupSize=0 LeadingZeros=false
64, 48 C7 C000000001, Mov_rm64_imm32, NumberBase=Hexadecimal DigitSeparator=` HexDigitGroupSize=4 DecimalDigitGroupSize=0 OctalDigitGroupSize=0 BinaryDigitGroupSize=0 LeadingZeros=false
64, 48 C7 C000000010, Mov_rm64_imm32, NumberBase=Hexadecimal DigitSeparator=` HexDigitGroupSize=4 DecimalDigitGroupSize=0 OctalDigitGroupSize=0 BinaryDigitGroupSize=0 LeadingZeros=false
64, 48 B8 0000000001000000, Mov_r64_imm64, NumberBase=Hexadecimal DigitSeparator=` HexDigitGroupSize=4 DecimalDigitGroupSize=0 OctalDigitGroupSize=0 BinaryDigitGroupSize=0 LeadingZeros=false
64, 48 B8 0000000010000000, Mov_r64_imm64, NumberBase=Hexadecimal DigitSeparator=` HexDigitGroupSize=4 DecimalDigitGroupSize=0 OctalDigitGroupSize=0 BinaryDigitGroupSize=0 LeadingZeros=false
64, 48 B8 0000000000010000, Mov_r64_imm64, NumberBase=Hexadecimal DigitSeparator=` HexDigitGroupSize=4 DecimalDigitGroupSize=0 OctalDigitGroupSize=0 BinaryDigitGroupSize=0 LeadingZeros=false
64, 48 B8 0000000000100000, Mov_r64_imm64, NumberBase=Hexadecimal DigitSeparator=` HexDigitGroupSize=4 DecimalDigitGroupSize=0 OctalDigitGroupSize=0 BinaryDigitGroupSize=0 LeadingZeros=false
64, 48 B8 0000000000000100, Mov_r64_imm64, NumberBase=Hexadecimal DigitSeparator=` HexDigitGroupSize=4 DecimalDigitGroupSize=0 OctalDigitGroupSize=0 BinaryDigitGroupSize=0 LeadingZeros=false
64, 48 B8 0000000000001000, Mov_r64_imm64, NumberBase=Hexadecimal DigitSeparator=` HexDigitGroupSize=4 DecimalDigitGroupSize=0 OctalDigitGroupSize=0 BinaryDigitGroupSize=0 LeadingZeros=false
64, 48 B8 0000000000000001, Mov_r64_imm64, NumberBase=Hexadecimal DigitSeparator=` HexDigitGroupSize=4 DecimalDigitGroupSize=0 OctalDigitGroupSize=0 BinaryDigitGroupSize=0 LeadingZeros=false
64, 48 B8 0000000000000010, Mov_r64_imm64, NumberBase=Hexadecimal DigitSeparator=` HexDigitGroupSize=4 DecimalDigitGroupSize=0 OctalDigitGroupSize=0 BinaryDigitGroupSize=0 LeadingZeros=false

64, 48 C7 C000000000, Mov_rm64_imm32, NumberBase=Decimal DigitSeparator=` HexDigitGroupSize=0 DecimalDigitGroupSize=3 OctalDigitGroupSize=0 BinaryDigitGroupSize=0 LeadingZeros=false
