# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

# push es
06, Pushw_ES, Legacy, INTEL8086, op0=r r=ss rw=xsp r=es wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 stack=-2
66 50, Push_r32, Legacy, INTEL386, op0=r r=ss rw=xsp r=eax wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt32 stack=-4
# push cx
51, Push_r16, Legacy, INTEL8086, op0=r r=ss rw=xsp r=cx wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 stack=-2
# push ecx
66 51, Push_r32, Legacy, INTEL386, op0=r r=ss rw=xsp r=ecx wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt32 stack=-4
# push dx
52, Push_r16, Legacy, INTEL8086, op0=r r=ss rw=xsp r=dx wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 stack=-2
# push edx
66 52, Push_r32, Legacy, INTEL386, op0=r r=ss rw=xsp r=edx wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt32 stack=-4
# push bx
53, Push_r16, Legacy, INTEL8086, op0=r r=ss rw=xsp r=bx wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 stack=-2
# push ebx
66 53, Push_r32, Legacy, INTEL386, op0=r r=ss rw=xsp r=ebx wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt32 stack=-4
# push sp
54, Push_r16, Legacy, INTEL8086, op0=r r=ss rw=xsp r=sp wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 stack=-2
# push esp
66 54, Push_r32, Legacy, INTEL386, op0=r r=ss rw=xsp r=esp wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt32 stack=-4
# push bp
55, Push_r16, Legacy, INTEL8086, op0=r r=ss rw=xsp r=bp wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 stack=-2
# push ebp
66 55, Push_r32, Legacy, INTEL386, op0=r r=ss rw=xsp r=ebp wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt32 stack=-4
# push si
56, Push_r16, Legacy, INTEL8086, op0=r r=ss rw=xsp r=si wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 stack=-2
# push esi
66 56, Push_r32, Legacy, INTEL386, op0=r r=ss rw=xsp r=esi wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt32 stack=-4
# push di
57, Push_r16, Legacy, INTEL8086, op0=r r=ss rw=xsp r=di wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 stack=-2
# push edi
66 57, Push_r32, Legacy, INTEL386, op0=r r=ss rw=xsp r=edi wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt32 stack=-4
# pop ax
58, Pop_r16, Legacy, INTEL8086, op0=w r=ss rw=xsp w=ax rm=ss:xsp;UInt16 stack=2
# pop eax
66 58, Pop_r32, Legacy, INTEL386, op0=w r=ss rw=xsp w=eax rm=ss:xsp;UInt32 stack=4
# pop cx
59, Pop_r16, Legacy, INTEL8086, op0=w r=ss rw=xsp w=cx rm=ss:xsp;UInt16 stack=2
# pop ecx
66 59, Pop_r32, Legacy, INTEL386, op0=w r=ss rw=xsp w=ecx rm=ss:xsp;UInt32 stack=4
# pop dx
5A, Pop_r16, Legacy, INTEL8086, op0=w r=ss rw=xsp w=dx rm=ss:xsp;UInt16 stack=2
# pop edx
66 5A, Pop_r32, Legacy, INTEL386, op0=w r=ss rw=xsp w=edx rm=ss:xsp;UInt32 stack=4
# pop bx
5B, Pop_r16, Legacy, INTEL8086, op0=w r=ss rw=xsp w=bx rm=ss:xsp;UInt16 stack=2
# pop ebx
66 5B, Pop_r32, Legacy, INTEL386, op0=w r=ss rw=xsp w=ebx rm=ss:xsp;UInt32 stack=4
# pop sp
5C, Pop_r16, Legacy, INTEL8086, op0=w r=ss rw=xsp w=sp rm=ss:xsp;UInt16 stack=2
# pop esp
66 5C, Pop_r32, Legacy, INTEL386, op0=w r=ss rw=xsp w=esp rm=ss:xsp;UInt32 stack=4
# pop bp
5D, Pop_r16, Legacy, INTEL8086, op0=w r=ss rw=xsp w=bp rm=ss:xsp;UInt16 stack=2
# pop ebp
66 5D, Pop_r32, Legacy, INTEL386, op0=w r=ss rw=xsp w=ebp rm=ss:xsp;UInt32 stack=4
# pop si
5E, Pop_r16, Legacy, INTEL8086, op0=w r=ss rw=xsp w=si rm=ss:xsp;UInt16 stack=2
# pop esi
66 5E, Pop_r32, Legacy, INTEL386, op0=w r=ss rw=xsp w=esi rm=ss:xsp;UInt32 stack=4
# pop di
5F, Pop_r16, Legacy, INTEL8086, op0=w r=ss rw=xsp w=di rm=ss:xsp;UInt16 stack=2
# pop edi
66 5F, Pop_r32, Legacy, INTEL386, op0=w r=ss rw=xsp w=edi rm=ss:xsp;UInt32 stack=4
# pusha
60, Pushaw, Legacy, INTEL186, r=ax;cx;dx;bx;sp;bp;si;di r=ss rw=xsp wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt16 wm=ss:xsp+0xFFFFFFFFFFFFFFFA;UInt16 wm=ss:xsp+0xFFFFFFFFFFFFFFF8;UInt16 wm=ss:xsp+0xFFFFFFFFFFFFFFF6;UInt16 wm=ss:xsp+0xFFFFFFFFFFFFFFF4;UInt16 wm=ss:xsp+0xFFFFFFFFFFFFFFF2;UInt16 wm=ss:xsp+0xFFFFFFFFFFFFFFF0;UInt16 stack=-16
# pushad
66 60, Pushad, Legacy, INTEL386, r=eax;ecx;edx;ebx;esp;ebp;esi;edi r=ss rw=xsp wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt32 wm=ss:xsp+0xFFFFFFFFFFFFFFF8;UInt32 wm=ss:xsp+0xFFFFFFFFFFFFFFF4;UInt32 wm=ss:xsp+0xFFFFFFFFFFFFFFF0;UInt32 wm=ss:xsp+0xFFFFFFFFFFFFFFEC;UInt32 wm=ss:xsp+0xFFFFFFFFFFFFFFE8;UInt32 wm=ss:xsp+0xFFFFFFFFFFFFFFE4;UInt32 wm=ss:xsp+0xFFFFFFFFFFFFFFE0;UInt32 stack=-32
# popa
61, Popaw, Legacy, INTEL186, w=ax;cx;dx;bx;bp;si;di r=ss rw=xsp rm=ss:xsp;UInt16 rm=ss:xsp+2;UInt16 rm=ss:xsp+4;UInt16 rm=ss:xsp+8;UInt16 rm=ss:xsp+0xA;UInt16 rm=ss:xsp+0xC;UInt16 rm=ss:xsp+0xE;UInt16 stack=16
# popad
66 61, Popad, Legacy, INTEL386, w=eax;ecx;edx;ebx;ebp;esi;edi r=ss rw=xsp rm=ss:xsp;UInt32 rm=ss:xsp+4;UInt32 rm=ss:xsp+8;UInt32 rm=ss:xsp+0x10;UInt32 rm=ss:xsp+0x14;UInt32 rm=ss:xsp+0x18;UInt32 rm=ss:xsp+0x1C;UInt32 stack=32
# push 0A55Ah
68 5AA5, Push_imm16, Legacy, INTEL186, op0=r r=ss rw=xsp wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 stack=-2
# pushd 3412A55Ah
66 68 5AA51234, Pushd_imm32, Legacy, INTEL386, op0=r r=ss rw=xsp wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt32 stack=-4
# push 5Ah
6A 5A, Pushw_imm8, Legacy, INTEL186, op0=r r=ss rw=xsp wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 stack=-2
# pushd 5Ah
66 6A 5A, Pushd_imm8, Legacy, INTEL386, op0=r r=ss rw=xsp wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt32 stack=-4
# pop si
8F C6, Pop_rm16, Legacy, INTEL8086, op0=w r=ss rw=xsp w=si rm=ss:xsp;UInt16 stack=2
# pop word ptr [bx+si]
8F 00, Pop_rm16, Legacy, INTEL8086, op0=w r=ss rw=xsp r=ds r=bx r=si wm=ds:bx+si*1;UInt16 rm=ss:xsp;UInt16 stack=2
# pop esi
66 8F C6, Pop_rm32, Legacy, INTEL386, op0=w r=ss rw=xsp w=esi rm=ss:xsp;UInt32 stack=4
# pop dword ptr [bx+si]
66 8F 00, Pop_rm32, Legacy, INTEL386, op0=w r=ss rw=xsp r=ds r=bx r=si wm=ds:bx+si*1;UInt32 rm=ss:xsp;UInt32 stack=4
# call far ptr 7856h:3412h
9A 1234 5678, Call_ptr1616, Legacy, INTEL8086, flow=Call op0=r r=ss rw=xsp wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt16 stack=-4
# call far ptr 0BC9Ah:78563412h
66 9A 12345678 9ABC, Call_ptr1632, Legacy, INTEL386, flow=Call op0=r r=ss rw=xsp wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt32 wm=ss:xsp+0xFFFFFFFFFFFFFFF8;UInt32 stack=-8
# pushf
9C, Pushfw, Legacy, INTEL8086, fr=oszacpid r=ss rw=xsp wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 stack=-2
# pushfd
66 9C, Pushfd, Legacy, INTEL386, fr=oszacpidA r=ss rw=xsp wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt32 stack=-4
# popf
9D, Popfw, Legacy, INTEL8086, fw=oszacpid r=ss rw=xsp rm=ss:xsp;UInt16 stack=2
# popfd
66 9D, Popfd, Legacy, INTEL386, fw=oszacpidA r=ss rw=xsp rm=ss:xsp;UInt32 stack=4
# ret 0A55Ah
C2 5AA5, Retnw_imm16, Legacy, INTEL8086, flow=Return op0=r r=ss rw=xsp rm=ss:xsp;UInt16 stack=42332
# retnd 0A55Ah
66 C2 5AA5, Retnd_imm16, Legacy, INTEL386, flow=Return op0=r r=ss rw=xsp rm=ss:xsp;UInt32 stack=42334
# ret
C3, Retnw, Legacy, INTEL8086, flow=Return r=ss rw=xsp rm=ss:xsp;UInt16 stack=2
# retnd
66 C3, Retnd, Legacy, INTEL386, flow=Return r=ss rw=xsp rm=ss:xsp;UInt32 stack=4
# enter 0A55Ah,0E0h
C8 5AA5 E0, Enterw_imm16_imm8, Legacy, INTEL186, op0=r op1=r rw=bp rw=sp r=ss rw=xsp stack=-42332 wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16
# enter 0A55Ah,0E1h
C8 5AA5 E1, Enterw_imm16_imm8, Legacy, INTEL186, op0=r op1=r rw=bp rw=sp r=ss rw=xsp stack=-42334 wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt16
# enter 0A55Ah,0E2h
C8 5AA5 E2, Enterw_imm16_imm8, Legacy, INTEL186, op0=r op1=r rw=bp rw=sp rw=xbp r=ss rw=xsp stack=-42336 wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt16 wm=ss:xsp+0xFFFFFFFFFFFFFFFA;UInt16 rm=ss:xbp+0xFFFFFFFFFFFFFFFE;UInt16
# enterd 0A55Ah,0E0h
66 C8 5AA5 E0, Enterd_imm16_imm8, Legacy, INTEL386, op0=r op1=r rw=ebp rw=esp r=ss rw=xsp stack=-42334 wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt32
# enterd 0A55Ah,0E1h
66 C8 5AA5 E1, Enterd_imm16_imm8, Legacy, INTEL386, op0=r op1=r rw=ebp rw=esp r=ss rw=xsp stack=-42338 wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt32 wm=ss:xsp+0xFFFFFFFFFFFFFFF8;UInt32
# enterd 0A55Ah,0E2h
66 C8 5AA5 E2, Enterd_imm16_imm8, Legacy, INTEL386, op0=r op1=r rw=ebp rw=esp rw=xbp r=ss rw=xsp stack=-42342 wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt32 wm=ss:xsp+0xFFFFFFFFFFFFFFF8;UInt32 wm=ss:xsp+0xFFFFFFFFFFFFFFF4;UInt32 rm=ss:xbp+0xFFFFFFFFFFFFFFFC;UInt32
# leave
C9, Leavew, Legacy, INTEL186, w=xsp r=ss r=xbp w=bp rm=ss:xbp;UInt16 stack=0
# leaved
66 C9, Leaved, Legacy, INTEL386, w=xsp r=ss r=xbp w=ebp rm=ss:xbp;UInt32 stack=0
# retf 0A55Ah
CA 5AA5, Retfw_imm16, Legacy, INTEL8086, flow=Return op0=r r=ss rw=xsp rm=ss:xsp;UInt16 rm=ss:xsp+2;UInt16 stack=42334
# retfd 0A55Ah
66 CA 5AA5, Retfd_imm16, Legacy, INTEL386, flow=Return op0=r r=ss rw=xsp rm=ss:xsp;UInt32 rm=ss:xsp+4;UInt32 stack=42338
# retf
CB, Retfw, Legacy, INTEL8086, flow=Return r=ss rw=xsp rm=ss:xsp;UInt16 rm=ss:xsp+2;UInt16 stack=4
# retfd
66 CB, Retfd, Legacy, INTEL386, flow=Return r=ss rw=xsp rm=ss:xsp;UInt32 rm=ss:xsp+4;UInt32 stack=8
# iret
CF, Iretw, Legacy, INTEL8086, flow=Return fw=acopszid r=ss rw=xsp rm=ss:xsp;UInt16 rm=ss:xsp+2;UInt16 rm=ss:xsp+4;UInt16 stack=6
# iretd
66 CF, Iretd, Legacy, INTEL386, flow=Return fw=acopszidA r=ss rw=xsp rm=ss:xsp;UInt32 rm=ss:xsp+4;UInt32 rm=ss:xsp+8;UInt32 stack=12
# call 254Dh
E8 5AA5, Call_rel16, Legacy, INTEL8086, flow=Call op0=r r=ss rw=xsp wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 stack=-2
# call 0A55AB408h
66 E8 12345AA5, Call_rel32_32, Legacy, INTEL386, flow=Call op0=r r=ss rw=xsp wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt32 stack=-4
# call cx
FF D1, Call_rm16, Legacy, INTEL8086, flow=IndirectCall op0=r r=ss rw=xsp r=cx wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 stack=-2
# call word ptr [bx+si]
FF 10, Call_rm16, Legacy, INTEL8086, flow=IndirectCall op0=r r=ss rw=xsp r=ds r=bx r=si rm=ds:bx+si*1;WordOffset wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 stack=-2
# call ecx
66 FF D1, Call_rm32, Legacy, INTEL386, flow=IndirectCall op0=r r=ss rw=xsp r=ecx wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt32 stack=-4
# call dword ptr [bx+si]
66 FF 10, Call_rm32, Legacy, INTEL386, flow=IndirectCall op0=r r=ss rw=xsp r=ds r=bx r=si rm=ds:bx+si*1;DwordOffset wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt32 stack=-4
# call dword ptr [bx+si]
FF 18, Call_m1616, Legacy, INTEL8086, flow=IndirectCall op0=r r=ss rw=xsp r=ds r=bx r=si rm=ds:bx+si*1;SegPtr16 wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt16 stack=-4
# call fword ptr [bx+si]
66 FF 18, Call_m1632, Legacy, INTEL386, flow=IndirectCall op0=r r=ss rw=xsp r=ds r=bx r=si rm=ds:bx+si*1;SegPtr32 wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt32 wm=ss:xsp+0xFFFFFFFFFFFFFFF8;UInt32 stack=-8
# push si
FF F6, Push_rm16, Legacy, INTEL8086, op0=r r=ss rw=xsp r=si wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 stack=-2
# push word ptr [bx+si]
FF 30, Push_rm16, Legacy, INTEL8086, op0=r r=ss rw=xsp r=ds r=bx r=si rm=ds:bx+si*1;UInt16 wm=ss:xsp+0xFFFFFFFFFFFFFFFE;UInt16 stack=-2
# push esi
66 FF F6, Push_rm32, Legacy, INTEL386, op0=r r=ss rw=xsp r=esi wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt32 stack=-4
# push dword ptr [bx+si]
66 FF 30, Push_rm32, Legacy, INTEL386, op0=r r=ss rw=xsp r=ds r=bx r=si rm=ds:bx+si*1;UInt32 wm=ss:xsp+0xFFFFFFFFFFFFFFFC;UInt32 stack=-4
# monitor ax,ecx,edx
0F01 C8, Monitorw, Legacy, MONITOR, r=ds;ax;ecx;edx
# monitor eax,ecx,edx
67 0F01 C8, Monitord, Legacy, MONITOR, r=ds;eax;ecx;edx
# mwait ax,ecx
0F01 C9, Mwait, Legacy, MONITOR, r=eax;ecx
# wrmsr
0F30, Wrmsr, Legacy, MSR, priv r=eax;ecx;edx
# rdtsc
0F31, Rdtsc, Legacy, TSC, w=eax;edx
# rdmsr
0F32, Rdmsr, Legacy, MSR, priv r=ecx w=eax;edx
# rdpmc
0F33, Rdpmc, Legacy, RDPMC, r=ecx w=eax;edx
# cmovo cx,si
0F40 CE, Cmovo_r16_rm16, Legacy, CMOV, fr=o op0=cw op1=r cw=cx r=si
# cmovo bx,[bx+si]
0F40 18, Cmovo_r16_rm16, Legacy, CMOV, fr=o op0=cw op1=r cw=bx r=ds r=bx r=si rm=ds:bx+si*1;UInt16
# cmovo ecx,esi
66 0F40 CE, Cmovo_r32_rm32, Legacy, CMOV, fr=o op0=cw op1=r cw=ecx r=esi
# cmovo ebx,[bx+si]
66 0F40 18, Cmovo_r32_rm32, Legacy, CMOV, fr=o op0=cw op1=r cw=ebx r=ds r=bx r=si rm=ds:bx+si*1;UInt32
# cmovno cx,si
0F41 CE, Cmovno_r16_rm16, Legacy, CMOV, fr=o op0=cw op1=r cw=cx r=si
# cmovno bx,[bx+si]
0F41 18, Cmovno_r16_rm16, Legacy, CMOV, fr=o op0=cw op1=r cw=bx r=ds r=bx r=si rm=ds:bx+si*1;UInt16
# cmovno ecx,esi
66 0F41 CE, Cmovno_r32_rm32, Legacy, CMOV, fr=o op0=cw op1=r cw=ecx r=esi
# cmovno ebx,[bx+si]
66 0F41 18, Cmovno_r32_rm32, Legacy, CMOV, fr=o op0=cw op1=r cw=ebx r=ds r=bx r=si rm=ds:bx+si*1;UInt32
# cmovb cx,si
0F42 CE, Cmovb_r16_rm16, Legacy, CMOV, fr=c op0=cw op1=r cw=cx r=si
# cmovb bx,[bx+si]
0F42 18, Cmovb_r16_rm16, Legacy, CMOV, fr=c op0=cw op1=r cw=bx r=ds r=bx r=si rm=ds:bx+si*1;UInt16
# cmovb ecx,esi
66 0F42 CE, Cmovb_r32_rm32, Legacy, CMOV, fr=c op0=cw op1=r cw=ecx r=esi
# cmovb ebx,[bx+si]
66 0F42 18, Cmovb_r32_rm32, Legacy, CMOV, fr=c op0=cw op1=r cw=ebx r=ds r=bx r=si rm=ds:bx+si*1;UInt32
# cmovae cx,si
0F43 CE, Cmovae_r16_rm16, Legacy, CMOV, fr=c op0=cw op1=r cw=cx r=si
# cmovae bx,[bx+si]
0F43 18, Cmovae_r16_rm16, Legacy, CMOV, fr=c op0=cw op1=r cw=bx r=ds r=bx r=si rm=ds:bx+si*1;UInt16
# cmovae ecx,esi
66 0F43 CE, Cmovae_r32_rm32, Legacy, CMOV, fr=c op0=cw op1=r cw=ecx r=esi
# cmovae ebx,[bx+si]
66 0F43 18, Cmovae_r32_rm32, Legacy, CMOV, fr=c op0=cw op1=r cw=ebx r=ds r=bx r=si rm=ds:bx+si*1;UInt32
# cmove cx,si
0F44 CE, Cmove_r16_rm16, Legacy, CMOV, fr=z op0=cw op1=r cw=cx r=si
# cmove bx,[bx+si]
0F44 18, Cmove_r16_rm16, Legacy, CMOV, fr=z op0=cw op1=r cw=bx r=ds r=bx r=si rm=ds:bx+si*1;UInt16
# cmove ecx,esi
66 0F44 CE, Cmove_r32_rm32, Legacy, CMOV, fr=z op0=cw op1=r cw=ecx r=esi
# cmove ebx,[bx+si]
66 0F44 18, Cmove_r32_rm32, Legacy, CMOV, fr=z op0=cw op1=r cw=ebx r=ds r=bx r=si rm=ds:bx+si*1;UInt32
# cmovne cx,si
0F45 CE, Cmovne_r16_rm16, Legacy, CMOV, fr=z op0=cw op1=r cw=cx r=si
# cmovne bx,[bx+si]
0F45 18, Cmovne_r16_rm16, Legacy, CMOV, fr=z op0=cw op1=r cw=bx r=ds r=bx r=si rm=ds:bx+si*1;UInt16
# cmovne ecx,esi
66 0F45 CE, Cmovne_r32_rm32, Legacy, CMOV, fr=z op0=cw op1=r cw=ecx r=esi
# cmovne ebx,[bx+si]
66 0F45 18, Cmovne_r32_rm32, Legacy, CMOV, fr=z op0=cw op1=r cw=ebx r=ds r=bx r=si rm=ds:bx+si*1;UInt32
# cmovbe cx,si
0F46 CE, Cmovbe_r16_rm16, Legacy, CMOV, fr=cz op0=cw op1=r cw=cx r=si
# cmovbe bx,[bx+si]
0F46 18, Cmovbe_r16_rm16, Legacy, CMOV, fr=cz op0=cw op1=r cw=bx r=ds r=bx r=si rm=ds:bx+si*1;UInt16
# cmovbe ecx,esi
66 0F46 CE, Cmovbe_r32_rm32, Legacy, CMOV, fr=cz op0=cw op1=r cw=ecx r=esi
# cmovbe ebx,[bx+si]
66 0F46 18, Cmovbe_r32_rm32, Legacy, CMOV, fr=cz op0=cw op1=r cw=ebx r=ds r=bx r=si rm=ds:bx+si*1;UInt32
# cmova cx,si
0F47 CE, Cmova_r16_rm16, Legacy, CMOV, fr=cz op0=cw op1=r cw=cx r=si
# cmova bx,[bx+si]
0F47 18, Cmova_r16_rm16, Legacy, CMOV, fr=cz op0=cw op1=r cw=bx r=ds r=bx r=si rm=ds:bx+si*1;UInt16
# cmova ecx,esi
66 0F47 CE, Cmova_r32_rm32, Legacy, CMOV, fr=cz op0=cw op1=r cw=ecx r=esi
# cmova ebx,[bx+si]
66 0F47 18, Cmova_r32_rm32, Legacy, CMOV, fr=cz op0=cw op1=r cw=ebx r=ds r=bx r=si rm=ds:bx+si*1;UInt32
# cmovs cx,si
0F48 CE, Cmovs_r16_rm16, Legacy, CMOV, fr=s op0=cw op1=r cw=cx r=si
# cmovs bx,[bx+si]
0F48 18, Cmovs_r16_rm16, Legacy, CMOV, fr=s op0=cw op1=r cw=bx r=ds r=bx r=si rm=ds:bx+si*1;UInt16
# cmovs ecx,esi
66 0F48 CE, Cmovs_r32_rm32, Legacy, CMOV, fr=s op0=cw op1=r cw=ecx r=esi
# cmovs ebx,[bx+si]
66 0F48 18, Cmovs_r32_rm32, Legacy, CMOV, fr=s op0=cw op1=r cw=ebx r=ds r=bx r=si rm=ds:bx+si*1;UInt32
# cmovns cx,si
0F49 CE, Cmovns_r16_rm16, Legacy, CMOV, fr=s op0=cw op1=r cw=cx r=si
# cmovns bx,[bx+si]
0F49 18, Cmovns_r16_rm16, Legacy, CMOV, fr=s op0=cw op1=r cw=bx r=ds r=bx r=si rm=ds:bx+si*1;UInt16
# cmovns ecx,esi
66 0F49 CE, Cmovns_r32_rm32, Legacy, CMOV, fr=s op0=cw op1=r cw=ecx r=esi
# cmovns ebx,[bx+si]
66 0F49 18, Cmovns_r32_rm32, Legacy, CMOV, fr=s op0=cw op1=r cw=ebx r=ds r=bx r=si rm=ds:bx+si*1;UInt32
# cmovp cx,si
0F4A CE, Cmovp_r16_rm16, Legacy, CMOV, fr=p op0=cw op1=r cw=cx r=si
# cmovp bx,[bx+si]
0F4A 18, Cmovp_r16_rm16, Legacy, CMOV, fr=p op0=cw op1=r cw=bx r=ds r=bx r=si rm=ds:bx+si*1;UInt16
# cmovp ecx,esi
66 0F4A CE, Cmovp_r32_rm32, Legacy, CMOV, fr=p op0=cw op1=r cw=ecx r=esi
# cmovp ebx,[bx+si]
66 0F4A 18, Cmovp_r32_rm32, Legacy, CMOV, fr=p op0=cw op1=r cw=ebx r=ds r=bx r=si rm=ds:bx+si*1;UInt32
# cmovnp cx,si
0F4B CE, Cmovnp_r16_rm16, Legacy, CMOV, fr=p op0=cw op1=r cw=cx r=si
# cmovnp bx,[bx+si]
0F4B 18, Cmovnp_r16_rm16, Legacy, CMOV, fr=p op0=cw op1=r cw=bx r=ds r=bx r=si rm=ds:bx+si*1;UInt16
# cmovnp ecx,esi
66 0F4B CE, Cmovnp_r32_rm32, Legacy, CMOV, fr=p op0=cw op1=r cw=ecx r=esi
# cmovnp ebx,[bx+si]
66 0F4B 18, Cmovnp_r32_rm32, Legacy, CMOV, fr=p op0=cw op1=r cw=ebx r=ds r=bx r=si rm=ds:bx+si*1;UInt32
# cmovl cx,si
0F4C CE, Cmovl_r16_rm16, Legacy, CMOV, fr=so op0=cw op1=r cw=cx r=si
# cmovl bx,[bx+si]
0F4C 18, Cmovl_r16_rm16, Legacy, CMOV, fr=so op0=cw op1=r cw=bx r=ds r=bx r=si rm=ds:bx+si*1;UInt16
# cmovl ecx,esi
66 0F4C CE, Cmovl_r32_rm32, Legacy, CMOV, fr=so op0=cw op1=r cw=ecx r=esi
# cmovl ebx,[bx+si]
66 0F4C 18, Cmovl_r32_rm32, Legacy, CMOV, fr=so op0=cw op1=r cw=ebx r=ds r=bx r=si rm=ds:bx+si*1;UInt32
# cmovge cx,si
0F4D CE, Cmovge_r16_rm16, Legacy, CMOV, fr=so op0=cw op1=r cw=cx r=si
# cmovge bx,[bx+si]
